Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Sibiu, Romania","01/01/2015",-25.4,-8.9,-17.3,-19.3,84.47,,8.6,11.5,106.71,-31.7,0.0,0.0,22.94,12.9,48.6,1040.3,"Mist, Light Snow, Dust storm, Sky Unchanged",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Partially cloudy"
"Sibiu, Romania","01/02/2015",-9.9,-4.5,-7.0,-8.4,89.7,,14.6,22.7,125.54,-14.0,1.07,8.33,22.94,9.1,79.8,1034.1,"Light Snow, Mist, Dust storm, Sky Coverage Increasing, Snow",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Overcast"
"Sibiu, Romania","01/03/2015",-5.4,1.9,-2.0,-3.6,89.4,,29.9,39.5,207.92,-9.5,0.49,8.33,16.96,9.3,71.5,1026.1,"Mist, Light Snow, Dust storm, Fog, Freezing Drizzle/Freezing Rain, Sky Coverage Increasing, Snow",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/04/2015",-7.5,0.8,-2.8,-4.3,90.14,,26.9,39.5,177.75,-9.2,4.44,20.83,27.86,8.2,75.9,1014.8,"Mist, Light Snow, Fog, Sky Coverage Increasing, Snow",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Overcast"
"Sibiu, Romania","01/05/2015",-7.5,-0.9,-3.3,-6.4,79.34,,24.7,36.0,270.96,-13.3,1.38,25.0,80.63,9.3,72.2,1019.3,"Light Snow, Dust storm, Sky Coverage Increasing",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/06/2015",-11.6,-2.9,-6.9,-9.4,82.43,,16.0,29.0,248.58,-15.3,1.49,33.33,80.03,8.4,64.8,1022.0,"Snow And Rain Showers, Snow Showers, Light Snow, Mist",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/07/2015",-19.4,-7.6,-14.6,-18.1,75.72,,18.1,23.8,203.17,-23.4,0.22,12.5,88.78,16.3,7.5,1036.7,"Mist, Fog, Sky Coverage Increasing",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain"
"Sibiu, Romania","01/08/2015",-20.7,-11.6,-16.0,-18.5,81.64,,11.0,18.6,139.0,-26.6,0.0,0.0,86.59,18.6,36.0,1040.9,"Mist",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Partially cloudy"
"Sibiu, Romania","01/09/2015",-18.8,3.5,-6.2,-8.5,83.53,,43.5,68.2,175.08,-24.4,1.76,20.83,83.6,11.4,56.8,1028.7,"Blowing Or Drifting Snow, Mist, Light Snow, Dust storm, Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Snow",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/10/2015",0.3,5.1,2.9,1.4,89.85,,40.6,71.8,228.08,-4.3,3.99,33.33,85.39,8.8,63.6,1011.3,"Mist, Light Snow, Rain, Fog, Rain Showers, Light Rain, Sky Unchanged, Light Freezing Rain",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/11/2015",-1.1,12.4,6.9,3.5,80.03,,31.3,44.9,259.58,-4.8,2.7,16.67,63.58,14.5,61.7,1009.9,"Snow Showers, Mist, Light Snow, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Increasing",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/12/2015",-3.9,3.0,-0.3,-3.2,81.31,,29.2,46.7,281.38,-8.8,4.28,29.17,152.0,11.9,36.5,1022.0,"Snow Showers, Light Snow, Rain Showers, Light Rain, Sky Coverage Increasing, Snow",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Rain, Partially cloudy"
"Sibiu, Romania","01/13/2015",-4.1,5.4,-0.8,-4.2,78.72,,10.7,25.8,147.67,-7.7,0.0,0.0,181.0,19.4,12.0,1028.1,"Mist",45.7917,24.1476,"Sibiu, România","Sibiu, România","","Clear"
